1.800000;2.000000;SW;-78;-84;-78;-76;-56;0
1.800000;2.000000;S;-88;0;-84;-82;-65;-84
1.800000;2.000000;SE;-81;0;-83;-81;-66;0
1.800000;2.000000;E;-77;0;-86;-75;-65;-82
1.800000;2.000000;NE;-77;0;-85;-79;-59;-84
1.800000;2.000000;N;-77;0;-81;-82;-58;-89
1.800000;2.000000;NW;-74;0;-79;-79;-62;-84
1.800000;2.000000;SW;-74;-90;-84;-74;-63;-87
1.800000;2.000000;W;-77;0;-79;-76;-61;-80
2.260000;4.300000;SW;-77;-89;-81;-74;-69;-84
2.260000;4.300000;W;-78;-89;-84;-79;-65;-81
2.260000;4.300000;NE;-72;-90;-80;-81;-64;-85
2.260000;4.300000;N;-68;-87;-84;-74;-64;-81
2.260000;4.300000;NW;-70;-87;-84;-70;-69;-82
2.260000;4.300000;E;-77;0;0;-75;-61;-81
2.260000;4.300000;SE;-74;-90;-84;-78;-71;-81
2.260000;4.300000;S;-71;-90;-84;-76;-67;-87
2.310000;7.380000;SE;-79;-88;-77;-76;-87;-87
2.310000;7.380000;E;-76;0;-77;-75;-68;-87
2.310000;7.380000;NE;-71;-88;-78;-85;-70;-84
2.310000;7.380000;N;-72;-82;-83;-74;-71;-76
2.310000;7.380000;NW;-75;-84;-80;-68;-71;-84
2.310000;7.380000;W;-72;-91;-78;0;-75;-85
2.310000;7.380000;SW;-69;-87;-71;-73;-74;-84
2.310000;7.380000;S;-72;-85;-76;-79;-68;-87
2.250000;11.570000;SE;-82;-85;-79;-80;-85;-83
2.250000;11.570000;E;-74;-84;-80;-70;-77;-86
2.250000;11.570000;NE;-79;-90;-68;-71;-76;-84
2.250000;11.570000;N;-73;-80;-71;-71;-74;-89
2.250000;11.570000;NW;-77;-86;-82;-76;-79;-87
2.250000;11.570000;W;-72;-85;-68;-77;-81;-84
2.250000;11.570000;SW;-79;0;-66;-78;-80;-87
2.250000;11.570000;S;-71;-89;-73;-74;-70;-88
2.290000;14.580000;SE;-78;-81;-62;-75;-86;-90
2.290000;14.580000;S;-84;-85;-65;-84;-77;-87
2.290000;14.580000;E;-82;-90;-56;-81;-76;-86
2.290000;14.580000;NE;-73;-88;-54;-78;-81;-89
2.290000;14.580000;N;-71;-86;-63;-76;-79;-86
2.290000;14.580000;NW;-71;-87;-59;-85;-83;-85
2.290000;14.580000;W;-81;-88;-63;-84;-76;-88
2.290000;14.580000;SW;-81;-82;-61;-82;-80;-84
4.360000;16.610000;SW;-72;-89;-73;-86;-79;0
4.360000;16.610000;W;-69;-85;-63;-79;-87;-86
4.360000;16.610000;NW;-71;-77;-65;-80;-84;-85
4.360000;16.610000;N;-72;-74;-69;-79;-81;-84
4.360000;16.610000;NE;-69;-92;-63;-79;-79;-81
4.360000;16.610000;E;-79;-89;-67;-82;-75;-88
4.360000;16.610000;SE;-71;-82;-65;-79;-83;-88
4.360000;16.610000;S;-68;-83;-68;-81;0;-84
7.550000;16.590000;SW;-71;-90;-77;-83;-80;-88
7.550000;16.590000;W;-65;-86;-71;-75;0;0
7.550000;16.590000;NW;-66;-85;-68;-76;-86;-83
7.550000;16.590000;N;-67;-79;-68;-85;-88;-87
7.550000;16.590000;NE;-64;-89;-74;-78;0;0
7.550000;16.590000;E;-68;-85;-75;-81;-83;-85
7.550000;16.590000;SE;-74;-81;-66;-83;-88;0
7.550000;16.590000;S;-74;-86;-68;-82;-86;-86
10.770000;15.630000;SW;-67;-87;-89;-75;-77;-85
10.770000;15.630000;SE;-67;-80;-78;-84;-85;-89
10.770000;15.630000;NW;-65;-80;-84;0;-86;-84
10.770000;15.630000;W;-62;-78;-73;-83;-89;-83
10.770000;15.630000;S;-68;-82;-74;-79;-88;-87
10.770000;15.630000;E;-66;-78;-73;-79;-90;-86
10.770000;15.630000;NE;-69;-82;-76;-81;-87;-88
10.770000;15.630000;N;-64;-80;-80;-77;-88;0
13.930000;15.620000;NW;-68;-70;-87;-80;-84;-83
13.930000;15.620000;N;-68;-72;-84;-73;0;0
13.930000;15.620000;NE;-60;-80;-79;-90;0;0
13.930000;15.620000;E;-57;-76;-86;-81;-87;-87
13.930000;15.620000;SE;-61;-76;-76;-83;-88;-87
13.930000;15.620000;S;-74;-78;-76;-81;-90;-80
13.930000;15.620000;SW;-63;-79;-90;-76;-83;-89
13.930000;15.620000;W;-67;-76;-82;-79;-84;-78
17.150000;15.620000;SW;-65;-76;-88;-70;-80;-85
17.150000;15.620000;S;-66;-72;-75;-72;-90;-87
17.150000;15.620000;W;-62;-75;-82;-67;-88;-84
17.150000;15.620000;NW;-60;-68;-82;-70;-84;-82
17.150000;15.620000;N;-69;-68;-82;-69;-89;-88
17.150000;15.620000;NE;-62;-74;-81;-69;-89;-85
17.150000;15.620000;E;-61;-73;0;-65;-81;-84
17.150000;15.620000;SE;-60;-73;-80;-73;-84;-90
20.330000;13.600000;SW;-65;-62;-89;-69;-84;-82
20.330000;13.600000;W;-76;-62;-91;-77;0;-86
20.330000;13.600000;NW;-69;-59;0;-78;-88;-79
20.330000;13.600000;NE;-68;-63;-87;-77;0;-80
20.330000;13.600000;E;-62;-63;-87;-73;-85;-88
20.330000;13.600000;SE;-59;-65;-85;-75;-82;-79
20.330000;13.600000;S;-77;-55;-86;-77;-89;-86
20.330000;13.600000;N;-77;-54;-89;-75;-85;-85
20.300000;10.500000;NW;-71;-74;-89;-84;0;-82
20.300000;10.500000;W;-71;-66;-89;-77;-91;-83
20.300000;10.500000;SW;-66;-74;0;-77;-86;-81
20.300000;10.500000;S;-65;-68;-89;-75;-87;-85
20.300000;10.500000;SE;-57;-68;-85;-71;-88;-85
20.300000;10.500000;E;-63;-62;-84;-74;-86;-86
20.300000;10.500000;NE;-60;-75;-86;-71;-87;-75
20.300000;10.500000;N;-66;-71;0;-79;0;-83
21.400000;7.380000;NW;-74;-82;0;-79;-89;-69
21.400000;7.380000;N;-71;-77;0;-83;-87;-80
21.400000;7.380000;W;-73;-72;-90;-77;-85;-76
21.400000;7.380000;SW;-71;-72;-89;-74;-88;-71
21.400000;7.380000;S;-75;-75;-87;-73;-89;-75
21.400000;7.380000;SE;-76;-80;0;-83;-89;-68
21.400000;7.380000;E;-70;-79;-88;-82;0;-70
21.400000;7.380000;NE;-75;-74;-87;-80;-86;-77
20.310000;4.330000;NE;-68;-89;-88;-72;-88;-67
20.310000;4.330000;E;-74;-84;-89;-70;-86;-65
20.310000;4.330000;SE;-68;0;-89;-70;-86;-79
20.310000;4.330000;S;-68;-84;-80;-67;-86;-72
20.310000;4.330000;SW;-70;-86;-89;-68;-88;-72
20.310000;4.330000;W;-72;-83;-88;-78;-90;-69
20.310000;4.330000;NW;-71;-81;-84;-72;0;-78
20.310000;4.330000;N;-75;-82;-84;-70;-82;-65
19.260000;2.270000;N;-74;-93;-88;-72;-86;-74
19.260000;2.270000;NE;-76;-85;-83;-73;0;-75
19.260000;2.270000;E;-70;-89;0;-72;0;-68
19.260000;2.270000;SE;-68;-82;-85;-76;0;-65
19.260000;2.270000;S;-68;-90;0;-72;-87;-72
19.260000;2.270000;SW;-64;-87;-85;-73;-88;-74
19.260000;2.270000;W;-74;-85;-89;-70;-89;-71
19.260000;2.270000;NW;-71;-86;-90;-76;-91;-72
17.130000;1.200000;NE;-75;-85;-84;-77;-83;-63
17.130000;1.200000;N;-76;-84;-88;-72;-89;-64
17.130000;1.200000;E;-71;-87;-90;-71;-87;-63
17.130000;1.200000;SE;-74;-88;-89;-71;-86;-66
17.130000;1.200000;S;-72;-84;-88;-66;-83;-66
17.130000;1.200000;SW;-71;-86;-83;-68;-90;-74
17.130000;1.200000;W;-70;-79;-90;-71;-81;-64
17.130000;1.200000;NW;-70;-85;0;-76;-84;-66
15.020000;1.250000;NE;-77;-84;-85;-73;-84;-60
15.020000;1.250000;N;-77;-91;-86;-80;-78;-64
15.020000;1.250000;E;-73;-82;-89;-68;-86;-62
15.020000;1.250000;SE;-78;-84;0;-76;-79;-57
15.020000;1.250000;S;-80;-87;0;-68;-78;-55
15.020000;1.250000;SW;-71;-88;-91;-69;-87;-59
15.020000;1.250000;W;-74;-82;-89;-69;-87;-63
15.020000;1.250000;NW;-77;-88;-88;-82;-85;-57
12.920000;1.220000;NE;-74;-83;-83;-69;-80;-67
12.920000;1.220000;N;-78;-82;-89;-75;-77;-73
12.920000;1.220000;E;-77;-84;-90;-71;-82;-65
12.920000;1.220000;SE;-71;-87;-84;-69;-81;-64
12.920000;1.220000;S;-74;-87;-80;-65;-76;-69
12.920000;1.220000;SW;-67;-83;-85;-63;-80;-64
12.920000;1.220000;W;-74;-84;-87;-64;-80;-67
12.920000;1.220000;NW;-73;-82;0;-71;-77;-59
9.710000;1.220000;NE;-73;-82;-84;-68;-75;-77
9.710000;1.220000;N;-74;-89;-77;-77;-75;-71
9.710000;1.220000;NW;-77;-81;-86;-74;-77;-73
9.710000;1.220000;W;-70;-81;-88;-65;-84;-71
9.710000;1.220000;SW;-74;-80;-84;-73;-81;-77
9.710000;1.220000;S;-74;-87;-89;-72;-76;-76
9.710000;1.220000;SE;-74;-83;-84;-77;-75;-69
9.710000;1.220000;E;-68;-87;-85;-74;-77;-73
5.440000;1.240000;NE;-69;-84;-84;-67;-66;-83
5.440000;1.240000;N;-71;-87;-85;-80;-76;-78
5.440000;1.240000;NW;-71;-82;-90;-77;-67;-75
5.440000;1.240000;W;-71;0;-88;-79;-68;-79
5.440000;1.240000;SW;-73;-89;-84;-67;-74;-80
5.440000;1.240000;S;-74;-88;-85;-72;-67;-77
5.440000;1.240000;SE;-79;-90;-88;-75;-71;-74
5.440000;1.240000;E;-74;-86;-84;-79;-70;-74
3.300000;1.270000;NE;-79;-87;-82;-75;-62;-86
3.300000;1.270000;N;-76;0;-82;-77;-71;-76
3.300000;1.270000;NW;-68;-81;-88;-74;-60;-74
3.300000;1.270000;W;-68;-90;-81;-79;-69;-82
3.300000;1.270000;SW;-72;-80;-81;-77;-71;-81
3.300000;1.270000;S;-74;-86;-78;-76;-70;-77
3.300000;1.270000;SE;-76;-90;-82;-73;-65;-80
3.300000;1.270000;E;-77;-87;-78;-78;-61;-86
6.520000;3.330000;SE;-72;-86;-83;-71;-65;-82
6.520000;3.330000;E;-71;-83;-85;-78;-78;-86
6.520000;3.330000;NE;-71;-86;-83;-72;-70;-88
6.520000;3.330000;N;-76;-87;-80;-79;-74;-78
6.520000;3.330000;NW;-74;-88;-86;-75;-69;-86
6.520000;3.330000;W;-69;-85;-82;-75;-68;-84
6.520000;3.330000;SW;-70;-88;-84;-75;-72;-85
6.520000;3.330000;S;-68;-85;-84;-75;-74;-86
6.470000;5.380000;SE;-76;-89;-83;-74;-76;-72
6.470000;5.380000;E;-73;-86;-86;-75;-70;-85
6.470000;5.380000;NE;-78;-85;-86;-72;-69;-85
6.470000;5.380000;N;-74;0;-89;-76;-77;-71
6.470000;5.380000;NW;-67;-87;-88;-69;-75;-79
6.470000;5.380000;W;-64;-86;-79;-75;-69;-80
6.470000;5.380000;SW;-68;-87;-77;-71;-73;-81
6.470000;5.380000;S;-67;-85;-81;-70;-81;-79
6.510000;7.410000;SE;-69;-85;-78;-74;-79;-86
6.510000;7.410000;E;-72;-86;-72;-73;-83;-91
6.510000;7.410000;NE;-68;-86;-84;-74;-78;-86
6.510000;7.410000;N;-60;-81;-71;-73;-78;-82
6.510000;7.410000;NW;-62;-84;-78;-71;-76;-82
6.510000;7.410000;W;-63;-81;-79;-71;-76;-82
6.510000;7.410000;SW;-64;-88;-73;-74;-72;-89
6.510000;7.410000;S;-63;-82;-80;-73;-80;-85
9.730000;7.400000;SW;-53;-85;-78;-69;-74;-82
9.730000;7.400000;W;-53;-77;-88;-67;-81;-79
9.730000;7.400000;NW;-66;-73;-87;-65;-82;-80
9.730000;7.400000;N;-51;-83;-83;-70;-77;-69
9.730000;7.400000;NE;-57;-81;-83;-69;-75;-70
9.730000;7.400000;E;0;0;0;0;0;0
9.730000;7.400000;SE;-52;-89;-82;-76;-77;-80
9.730000;7.400000;S;-60;-88;-82;-73;-84;-84
9.690000;10.510000;SE;-62;-80;-77;-72;-79;-85
9.690000;10.510000;S;-67;-81;-79;-70;-84;-83
9.690000;10.510000;SW;-63;0;-76;-77;-82;-82
9.690000;10.510000;W;-62;-81;-88;-74;-84;-82
9.690000;10.510000;NW;-57;-77;-79;-67;-78;-83
9.690000;10.510000;N;-55;-86;-78;-66;-79;-83
9.690000;10.510000;NE;-62;-84;-76;-78;-82;-78
9.690000;10.510000;E;-52;-83;-81;-72;-79;-86
12.870000;10.540000;SE;-54;-79;-83;-68;-81;-86
12.870000;10.540000;E;-55;-85;-79;-64;-83;-82
12.870000;10.540000;NE;-59;-79;-80;-67;-83;-81
12.870000;10.540000;N;-63;-79;-80;-71;-89;-82
12.870000;10.540000;NW;-61;-70;-73;-66;-79;-84
12.870000;10.540000;W;-60;-80;-88;-64;-81;-87
12.870000;10.540000;SW;-62;-78;-78;-54;-79;-80
12.870000;10.540000;S;-65;-80;-76;-57;-85;-76
16.070000;8.460000;SW;-66;-76;-78;-59;-87;-82
16.070000;8.460000;S;-66;-80;-80;-63;0;-74
16.070000;8.460000;SE;-57;-80;-87;-67;-85;-86
16.070000;8.460000;E;-61;-77;-77;-61;-84;-81
16.070000;8.460000;NE;-60;-79;-81;-61;-81;-84
16.070000;8.460000;N;-60;-77;-83;-67;-84;-80
16.070000;8.460000;NW;-62;-74;-78;-70;-85;-81
16.070000;8.460000;W;-63;-74;-79;-64;-84;-78
12.870000;5.380000;NW;-61;-77;-81;-62;-83;-79
12.870000;5.380000;W;-59;-81;-86;-59;-81;-77
12.870000;5.380000;SW;-66;-79;-80;-68;-85;-77
12.870000;5.380000;S;-64;-83;-81;-64;0;-70
12.870000;5.380000;SE;-52;-80;-87;-63;-82;-78
12.870000;5.380000;E;-56;-82;-83;-66;-79;-85
12.870000;5.380000;NE;-57;-81;-79;-61;-83;-81
12.870000;5.380000;N;-58;-89;-89;-66;-79;-83
7.520000;1.210000;SE;-76;-84;-84;-75;-69;-80
7.520000;1.210000;E;-80;-83;-85;-71;-76;-80
7.520000;1.210000;NE;-74;-87;-80;-76;-82;-82
7.520000;1.210000;N;-75;-86;-82;-72;-71;-71
7.520000;1.210000;NW;-73;0;0;-73;-73;-69
7.520000;1.210000;W;-75;-90;-84;-68;-71;-80
7.520000;1.210000;SW;-70;-86;-86;-74;-80;-80
7.520000;1.210000;S;-74;-85;-80;-70;-72;-82
2.320000;9.430000;SE;-69;-86;-74;-75;-81;-80
2.320000;9.430000;E;-75;-89;-80;-74;-74;-89
2.320000;9.430000;NE;-72;-89;-75;-79;-78;-86
2.320000;9.430000;N;-68;-91;-75;-76;-74;-89
2.320000;9.430000;NW;-78;-88;-85;-77;-79;-80
2.320000;9.430000;W;-71;-86;-69;-77;-69;0
2.320000;9.430000;SW;-72;-85;-76;-79;-79;-89
2.320000;9.430000;S;-74;-79;-73;-75;-71;0
17.110000;2.720000;SW;-70;-81;-83;-65;0;-72
17.110000;2.720000;W;-76;-78;-87;-69;-84;-65
17.110000;2.720000;NW;-74;-84;-86;-78;-86;-64
17.110000;2.720000;N;-76;-89;-86;-67;-86;-65
17.110000;2.720000;NE;-76;-79;-88;-67;0;-62
17.110000;2.720000;E;-69;-84;-90;-68;-87;-67
17.110000;2.720000;SE;-65;-86;-84;-67;-86;-75
17.110000;2.720000;S;-68;-91;0;-65;-88;-67
22.220000;4.340000;SE;-66;-82;0;-76;-87;-71
22.220000;4.340000;E;-64;-88;0;-80;0;-74
22.220000;4.340000;NE;-68;-82;-86;-70;0;-75
22.220000;4.340000;N;-73;-80;-91;-72;0;-71
22.220000;4.340000;NW;-72;-81;-84;-72;-87;-68
22.220000;4.340000;W;-69;-75;-86;-80;0;-71
22.220000;4.340000;SW;-78;-73;-88;-73;-86;-67
22.220000;4.340000;S;-61;-82;-81;-74;0;-82
19.170000;4.430000;SE;-66;-84;-85;-66;0;-69
19.170000;4.430000;E;-68;-86;-89;-69;0;-66
19.170000;4.430000;NE;-66;-88;-84;-69;-91;-65
19.170000;4.430000;N;-69;-82;-87;-70;-89;-73
19.170000;4.430000;NW;-74;-83;-84;-78;-89;-73
19.170000;4.430000;W;-70;-82;0;-72;0;-67
19.170000;4.430000;SW;-74;-89;-89;-65;-85;-69
19.170000;4.430000;S;-66;-86;-80;-70;-86;-71
21.430000;8.490000;SE;-67;-72;-88;-78;-88;-82
21.430000;8.490000;E;-68;-68;-88;-75;-84;-77
21.430000;8.490000;NE;-67;-71;-85;-74;-90;-77
21.430000;8.490000;N;-64;-69;-88;-79;-84;-85
21.430000;8.490000;NW;-71;-77;-89;-77;0;-76
21.430000;8.490000;W;-67;-78;0;-80;-86;-81
21.430000;8.490000;SW;-63;-73;0;-77;0;0
21.430000;8.490000;S;-61;-67;-85;-73;-85;-77
21.190000;12.330000;S;-66;-64;-85;-74;0;-80
21.190000;12.330000;SW;-67;-58;-80;-78;-90;-81
21.190000;12.330000;W;-67;-64;-89;-77;-91;-73
21.190000;12.330000;NW;-67;-66;-91;-81;-89;-79
21.190000;12.330000;N;-67;-61;0;-82;0;-77
21.190000;12.330000;NE;-64;-63;-87;-81;-90;-79
21.190000;12.330000;E;-69;-62;-84;-85;-89;-80
21.190000;12.330000;SE;-67;-57;-87;-72;-88;0
21.590000;15.150000;NE;-70;-65;-84;-75;0;-83
21.590000;15.150000;N;-68;-59;-86;-83;-90;-78
21.590000;15.150000;NW;-66;-61;0;0;0;-84
21.590000;15.150000;W;-73;-61;0;-82;0;-85
21.590000;15.150000;SW;-73;-65;-91;-80;-89;-80
21.590000;15.150000;S;-73;-62;0;-78;-90;-82
21.590000;15.150000;SE;-68;-64;0;-81;-89;-78
21.590000;15.150000;E;-67;-65;-85;-76;-89;-82
19.060000;14.710000;E;-64;-69;0;-72;-86;-82
19.060000;14.710000;SE;-65;-65;-84;-79;-89;-84
19.060000;14.710000;S;-60;-62;-85;-67;-85;-85
19.060000;14.710000;SW;-63;-61;-80;-75;0;0
19.060000;14.710000;W;-60;-59;-84;-71;-84;0
19.060000;14.710000;NW;-73;-60;-90;-79;0;-90
19.060000;14.710000;N;-62;-64;0;-76;0;-85
19.060000;14.710000;NE;-61;-65;-85;-77;-90;-87
7.650000;15.650000;NE;-62;-92;-73;-78;-88;-83
7.650000;15.650000;E;-66;-84;-75;-80;-86;-86
7.650000;15.650000;SE;-78;-83;-68;-85;-89;-84
7.650000;15.650000;S;-64;-81;-74;-82;-86;-87
7.650000;15.650000;SW;-66;-83;-69;-77;-80;-83
7.650000;15.650000;W;-69;-75;-70;-71;0;-89
7.650000;15.650000;N;-68;-79;-79;-78;-89;-86
7.650000;15.650000;NW;-68;-78;-74;-86;-85;-88
0.860000;16.060000;W;-82;-85;-59;-85;-83;0
0.860000;16.060000;SW;-77;-81;-60;-85;-79;0
0.860000;16.060000;N;-76;-81;-66;-81;-84;-88
0.860000;16.060000;NW;-77;-82;-69;-88;-77;-88
0.860000;16.060000;NE;-83;-90;-68;0;-82;0
0.860000;16.060000;E;-78;-80;-68;-91;-78;0
0.860000;16.060000;SE;-78;-88;-62;-83;0;0
0.860000;16.060000;S;-87;-84;-64;-88;-83;-91
